phone_encoded,number_of_messages,has_response,id of conversation,date_of_communication,location_encoded
1300,1,FALSE,1665301,2024-08-06 13:34:19,85f63b45
507,1,FALSE,1665303,2024-08-06 13:52:09,a6d0d1d9
483,1,FALSE,1665304,2024-08-06 13:52:47,a6d0d1d9
846,1,FALSE,1665305,2024-08-06 13:54:07,a6d0d1d9
1359,1,FALSE,1665306,2024-08-06 13:54:27,a6d0d1d9
576,1,FALSE,1665307,2024-08-06 13:54:45,a6d0d1d9
456,1,FALSE,1665308,2024-08-06 13:55:28,a6d0d1d9
1052,2,TRUE,1665344,2024-08-06 15:53:51,c0d74163
964,2,TRUE,1665345,2024-08-06 15:56:54,c0d74163
511,2,TRUE,1665346,2024-08-06 15:57:05,adf351d5
986,4,TRUE,1665348,2024-08-06 15:58:15,83a1c700
953,1,FALSE,1665349,2024-08-06 15:59:27,83a1c700
928,1,FALSE,1665572,2024-08-07 08:10:36,9ae67770
539,4,TRUE,1665574,2024-08-07 08:10:55,9ae67770
1393,4,TRUE,1665577,2024-08-07 08:11:35,9ae67770
715,2,TRUE,1665590,2024-08-07 08:16:56,a61c2b8f
838,2,TRUE,1665591,2024-08-07 08:17:11,a61c2b8f
862,1,FALSE,1665597,2024-08-07 08:20:13,a61c2b8f
1396,1,FALSE,1665598,2024-08-07 08:20:29,a61c2b8f
1064,1,FALSE,1665599,2024-08-07 08:20:42,a61c2b8f
1490,1,FALSE,1665600,2024-08-07 08:20:51,a61c2b8f
975,1,FALSE,1665601,2024-08-07 08:21:00,a61c2b8f
339,1,FALSE,1665602,2024-08-07 08:21:08,a61c2b8f
1124,1,FALSE,1665603,2024-08-07 08:21:20,a61c2b8f
608,1,FALSE,1665618,2024-08-07 08:53:24,82542e02
1163,2,TRUE,1665620,2024-08-07 08:53:47,82542e02
978,2,TRUE,1665621,2024-08-07 08:56:01,ef84ea37
663,1,FALSE,1665639,2024-08-07 09:13:38,82542e02
119,2,FALSE,1665640,2024-08-07 09:15:04,ef84ea37
760,1,FALSE,1665649,2024-08-07 09:33:31,2ebfcf79
395,3,TRUE,1665656,2024-08-07 09:38:09,a61c2b8f
1029,1,FALSE,1665659,2024-08-07 09:52:37,8335b128
1400,1,FALSE,1665660,2024-08-07 09:52:58,8335b128
1309,2,FALSE,1665663,2024-08-07 10:00:04,fafe45b3
858,1,FALSE,1665664,2024-08-07 10:00:21,13c2f653
1303,3,TRUE,1665668,2024-08-07 10:06:52,e83f4b7b
408,3,TRUE,1665670,2024-08-07 10:07:27,e83f4b7b
1512,8,TRUE,1665679,2024-08-07 10:27:28,caddbc5a
1511,1,FALSE,1665680,2024-08-07 10:32:35,da342e94
673,1,FALSE,1665682,2024-08-07 10:43:17,82542e02
224,5,TRUE,1665688,2024-08-07 11:03:05,8335b128
200,2,TRUE,1665729,2024-08-07 11:35:49,ef84ea37
398,1,FALSE,1665732,2024-08-07 12:14:36,da342e94
462,1,FALSE,1665734,2024-08-07 12:15:24,da342e94
135,2,TRUE,1665736,2024-08-07 12:25:26,0522ac6c
1384,1,FALSE,1665737,2024-08-07 12:52:09,94e9afe5
1112,2,TRUE,1665738,2024-08-07 12:55:12,caddbc5a
1332,1,FALSE,1665741,2024-08-07 13:05:21,94e9afe5
105,1,FALSE,1665743,2024-08-07 13:07:37,94e9afe5
341,1,FALSE,1665744,2024-08-07 13:07:39,421e5f1c
1051,3,TRUE,1665745,2024-08-07 13:07:55,421e5f1c
230,8,TRUE,1665746,2024-08-07 13:08:09,421e5f1c
77,1,FALSE,1665750,2024-08-07 14:05:03,688eada9
1448,3,TRUE,1665752,2024-08-07 14:07:03,688eada9
417,1,FALSE,1665761,2024-08-07 14:30:24,67f6beac
1141,8,TRUE,1665772,2024-08-07 15:18:57,ef84ea37
585,2,TRUE,1665775,2024-08-07 15:21:30,f3a00157
332,1,FALSE,1665777,2024-08-07 15:39:32,f3a00157
236,1,FALSE,1665782,2024-08-07 16:23:32,82542e02
1387,3,TRUE,1667403,2024-08-08 08:27:45,85f63b45
943,1,FALSE,1667561,2024-08-08 08:51:31,83a1c700
953,1,FALSE,1667590,2024-08-08 08:53:57,83a1c700
229,1,FALSE,1667617,2024-08-08 08:55:24,330b5828
270,1,FALSE,1667771,2024-08-08 09:08:26,330b5828
208,1,FALSE,1667781,2024-08-08 09:09:11,330b5828
265,2,TRUE,1667793,2024-08-08 09:10:17,330b5828
1074,5,TRUE,1667869,2024-08-08 09:29:17,330b5828
195,1,FALSE,1667931,2024-08-08 09:43:39,85f63b45
1446,1,FALSE,1667933,2024-08-08 09:45:28,436a35c0
593,2,TRUE,1667964,2024-08-08 09:57:40,50ce3501
1363,2,TRUE,1668627,2024-08-08 11:16:23,82542e02
444,2,TRUE,1668933,2024-08-08 11:42:12,82542e02
1269,1,FALSE,1669034,2024-08-08 11:51:42,436a35c0
1052,1,FALSE,1669667,2024-08-08 12:48:55,c0d74163
326,1,FALSE,1669720,2024-08-08 12:59:10,421e5f1c
796,2,TRUE,1679385,2024-08-09 10:30:28,33ad869b
621,3,TRUE,1679407,2024-08-09 10:33:54,fafe45b3
761,1,FALSE,1679410,2024-08-09 10:34:05,fafe45b3
948,10,TRUE,1679411,2024-08-09 10:34:40,fafe45b3
217,1,FALSE,1679412,2024-08-09 10:35:08,fafe45b3
930,1,FALSE,1680133,2024-08-09 13:02:54,65751190
720,6,TRUE,1680134,2024-08-09 13:03:12,65751190
1285,1,FALSE,1680136,2024-08-09 13:03:29,65751190
1103,1,FALSE,1680137,2024-08-09 13:04:14,65751190
149,1,FALSE,1680140,2024-08-09 13:04:37,65751190
1085,1,FALSE,1680142,2024-08-09 13:05:00,65751190
1175,1,FALSE,1680144,2024-08-09 13:05:42,65751190
595,1,FALSE,1680185,2024-08-09 13:27:21,82542e02
116,1,FALSE,1680291,2024-08-09 15:08:51,67f6beac
1023,1,FALSE,1680292,2024-08-09 15:09:22,67f6beac
118,1,FALSE,1680293,2024-08-09 15:09:57,67f6beac
145,1,FALSE,1680299,2024-08-09 15:29:08,43c997eb
155,5,TRUE,1680300,2024-08-09 15:29:23,43c997eb
1430,2,TRUE,1680309,2024-08-09 15:46:44,43c997eb
1417,2,TRUE,1681400,2024-08-10 09:19:01,33ad869b
662,1,FALSE,1681402,2024-08-10 09:19:24,33ad869b
1253,1,FALSE,1681405,2024-08-10 09:20:25,33ad869b
758,3,TRUE,1681411,2024-08-10 09:22:41,8335b128
146,2,TRUE,1681523,2024-08-10 09:39:15,82542e02
795,2,TRUE,1681628,2024-08-10 10:01:23,82542e02
135,1,FALSE,1681988,2024-08-10 14:51:27,0522ac6c
237,1,FALSE,1681990,2024-08-10 14:51:52,0522ac6c
315,13,TRUE,1681991,2024-08-10 14:53:00,0522ac6c
716,2,TRUE,1682016,2024-08-10 15:51:20,82542e02
608,1,FALSE,1682018,2024-08-10 16:17:08,82542e02
971,1,FALSE,1682729,2024-08-11 10:17:29,10a46a4a
346,1,FALSE,1682730,2024-08-11 10:17:39,10a46a4a
942,1,FALSE,1682731,2024-08-11 10:18:12,10a46a4a
1095,2,TRUE,1682732,2024-08-11 10:18:28,10a46a4a
464,2,TRUE,1682733,2024-08-11 10:18:39,10a46a4a
518,2,TRUE,1682734,2024-08-11 10:18:50,10a46a4a
588,4,TRUE,1682755,2024-08-11 10:44:52,65751190
501,1,FALSE,1682757,2024-08-11 10:56:40,f3a00157
1165,6,TRUE,1682877,2024-08-11 13:16:43,65751190
415,4,TRUE,1682880,2024-08-11 14:28:43,65751190
1168,2,TRUE,1683772,2024-08-12 10:45:59,ff0a40e1
692,2,FALSE,1683773,2024-08-12 10:47:07,ef84ea37
537,3,TRUE,1683778,2024-08-12 10:57:45,83a1c700
807,1,FALSE,1683779,2024-08-12 11:00:48,ff0a40e1
1436,1,FALSE,1683780,2024-08-12 11:01:02,ff0a40e1
745,2,TRUE,1683781,2024-08-12 11:01:18,ff0a40e1
129,1,FALSE,1683782,2024-08-12 11:01:28,83a1c700
1508,1,FALSE,1683783,2024-08-12 11:02:25,83a1c700
6,7,TRUE,1683784,2024-08-12 11:19:56,ff0a40e1
326,1,FALSE,1683869,2024-08-12 11:49:55,421e5f1c
381,1,FALSE,1683874,2024-08-12 11:51:03,421e5f1c
1346,1,FALSE,1683879,2024-08-12 11:51:57,8335b128
711,1,FALSE,1683883,2024-08-12 11:53:02,8335b128
758,1,FALSE,1683886,2024-08-12 11:53:23,8335b128
1373,1,FALSE,1683889,2024-08-12 11:55:11,8335b128
444,2,TRUE,1683947,2024-08-12 13:30:58,82542e02
716,1,FALSE,1683984,2024-08-12 15:11:22,82542e02
593,1,FALSE,1685290,2024-08-13 07:02:59,50ce3501
127,1,FALSE,1685671,2024-08-13 12:17:15,c25dda79
934,1,FALSE,1685673,2024-08-13 12:23:17,c25dda79
1428,1,FALSE,1685674,2024-08-13 12:23:58,c25dda79
654,1,FALSE,1685675,2024-08-13 12:24:29,c25dda79
1125,2,TRUE,1685784,2024-08-13 13:56:56,62dbe763
253,1,FALSE,1685788,2024-08-13 13:58:33,62dbe763
1341,1,FALSE,1685881,2024-08-13 16:51:21,a6526ca0
1161,1,FALSE,1685882,2024-08-13 16:51:45,a6526ca0
1135,3,TRUE,1685883,2024-08-13 16:52:14,a6526ca0
1021,3,TRUE,1685884,2024-08-13 16:52:30,a6526ca0
1010,1,FALSE,1685885,2024-08-13 16:52:44,a6526ca0
368,3,TRUE,1685886,2024-08-13 16:52:57,a6526ca0
587,1,FALSE,1685887,2024-08-13 16:53:12,a6526ca0
551,3,TRUE,1685888,2024-08-13 16:53:23,a6526ca0
257,1,FALSE,1685889,2024-08-13 16:53:35,a6526ca0
1226,1,FALSE,1686558,2024-08-14 08:56:34,9ae67770
1241,1,FALSE,1686560,2024-08-14 08:57:48,9ae67770
692,1,FALSE,1688237,2024-08-14 11:42:06,ef84ea37
119,1,FALSE,1688242,2024-08-14 11:43:38,ef84ea37
200,1,FALSE,1688255,2024-08-14 11:49:09,ef84ea37
1154,6,TRUE,1688272,2024-08-14 11:54:22,ef84ea37
672,4,TRUE,1688279,2024-08-14 12:10:04,9ae67770
364,2,TRUE,1688280,2024-08-14 12:12:59,82542e02
245,2,TRUE,1688281,2024-08-14 12:13:17,82542e02
1037,2,TRUE,1688282,2024-08-14 12:13:52,82542e02
222,6,FALSE,1688755,2024-08-15 15:15:14,330b5828
1074,1,FALSE,1688756,2024-08-15 15:48:22,330b5828
456,1,FALSE,1688761,2024-08-15 16:30:15,a6d0d1d9
576,1,FALSE,1688762,2024-08-15 16:31:07,a6d0d1d9
1359,1,FALSE,1688764,2024-08-15 16:32:43,a6d0d1d9
846,2,TRUE,1688765,2024-08-15 16:33:06,a6d0d1d9
483,1,FALSE,1688766,2024-08-15 16:33:23,a6d0d1d9
507,1,FALSE,1688767,2024-08-15 16:33:36,a6d0d1d9
986,4,TRUE,1688769,2024-08-15 16:35:42,83a1c700
82,1,FALSE,1688770,2024-08-15 16:36:35,83a1c700
377,1,FALSE,1688771,2024-08-15 16:37:20,83a1c700
817,1,FALSE,1688772,2024-08-15 16:38:12,83a1c700
265,2,FALSE,1688774,2024-08-15 16:50:06,330b5828
754,3,TRUE,1689204,2024-08-16 10:27:08,83a1c700
672,1,FALSE,1689214,2024-08-16 11:09:37,9ae67770
1241,1,FALSE,1689215,2024-08-16 11:09:58,9ae67770
827,2,TRUE,1689238,2024-08-16 11:25:31,688eada9
1154,7,TRUE,1689241,2024-08-16 11:34:33,ef84ea37
532,1,FALSE,1689256,2024-08-16 11:50:51,fafe45b3
761,1,FALSE,1689258,2024-08-16 11:51:05,fafe45b3
251,1,FALSE,1689260,2024-08-16 11:51:26,421e5f1c
708,1,FALSE,1689261,2024-08-16 11:51:32,fafe45b3
1474,1,FALSE,1689264,2024-08-16 11:51:50,fafe45b3
558,1,FALSE,1689267,2024-08-16 11:52:04,fafe45b3
305,2,FALSE,1689284,2024-08-16 11:56:32,421e5f1c
781,1,FALSE,1689301,2024-08-16 11:59:43,421e5f1c
237,1,FALSE,1689455,2024-08-16 12:48:33,0522ac6c
135,1,FALSE,1689458,2024-08-16 12:49:09,0522ac6c
315,1,FALSE,1689459,2024-08-16 12:49:39,0522ac6c
490,3,TRUE,1689486,2024-08-16 13:03:35,65751190
885,2,TRUE,1689505,2024-08-16 13:24:56,8335b128
1066,2,TRUE,1689508,2024-08-16 13:48:31,ef84ea37
320,4,TRUE,1689509,2024-08-16 13:53:37,421e5f1c
1112,1,FALSE,1689522,2024-08-16 14:30:54,caddbc5a
379,1,FALSE,1689523,2024-08-16 14:31:14,caddbc5a
1103,1,FALSE,1689540,2024-08-16 15:45:31,65751190
668,1,FALSE,1689541,2024-08-16 15:46:46,65751190
378,1,FALSE,1689542,2024-08-16 15:48:00,65751190
415,3,TRUE,1689552,2024-08-16 16:22:30,65751190
1051,7,TRUE,1689899,2024-08-17 09:46:33,421e5f1c
289,5,TRUE,1689902,2024-08-17 10:05:06,adf351d5
91,1,FALSE,1689938,2024-08-17 11:23:19,65751190
1285,3,TRUE,1689962,2024-08-17 13:00:57,65751190
1275,2,TRUE,1689968,2024-08-17 13:49:24,9ae67770
1198,2,TRUE,1689971,2024-08-17 14:12:41,8335b128
638,2,TRUE,1690322,2024-08-18 11:08:29,c25dda79
1379,2,TRUE,1690323,2024-08-18 11:09:01,c25dda79
165,2,TRUE,1690325,2024-08-18 11:09:16,c25dda79
817,2,TRUE,1690853,2024-08-19 10:47:40,83a1c700
222,2,FALSE,1690871,2024-08-19 13:13:49,330b5828
247,1,FALSE,1690879,2024-08-19 15:33:07,adf351d5
1300,1,FALSE,1691261,2024-08-20 12:39:15,85f63b45
1387,2,TRUE,1691263,2024-08-20 12:39:52,85f63b45
1367,3,TRUE,1691264,2024-08-20 12:40:25,85f63b45
1404,1,FALSE,1691265,2024-08-20 12:40:57,85f63b45
530,2,TRUE,1691288,2024-08-20 15:46:07,83a1c700
792,2,TRUE,1691289,2024-08-20 15:51:00,83a1c700
1425,1,FALSE,1691614,2024-08-21 10:07:24,13c2f653
1480,1,FALSE,1691615,2024-08-21 10:08:42,13c2f653
328,1,FALSE,1691617,2024-08-21 10:10:17,13c2f653
1183,1,FALSE,1691618,2024-08-21 10:12:01,13c2f653
879,1,FALSE,1691619,2024-08-21 10:12:21,13c2f653
736,1,FALSE,1691620,2024-08-21 10:12:35,13c2f653
1144,2,TRUE,1691623,2024-08-21 10:23:35,436a35c0
456,1,FALSE,1691665,2024-08-21 14:02:00,a6d0d1d9
846,1,FALSE,1691666,2024-08-21 14:02:31,a6d0d1d9
576,1,FALSE,1691668,2024-08-21 14:03:20,a6d0d1d9
1359,1,FALSE,1691670,2024-08-21 14:03:51,a6d0d1d9
483,1,FALSE,1691671,2024-08-21 14:04:30,a6d0d1d9
393,1,FALSE,1691674,2024-08-21 14:06:40,a6d0d1d9
1328,2,TRUE,1691745,2024-08-21 15:41:43,67f6beac
728,1,FALSE,1691746,2024-08-21 15:42:09,67f6beac
1513,1,FALSE,1691747,2024-08-21 15:43:08,67f6beac
1367,7,TRUE,1692085,2024-08-22 09:47:10,85f63b45
1387,1,FALSE,1692086,2024-08-22 09:47:31,85f63b45
691,3,TRUE,1706462,2024-08-22 14:17:35,83a1c700
415,1,FALSE,1710243,2024-08-23 07:45:19,65751190
378,1,FALSE,1710245,2024-08-23 07:47:00,65751190
1103,1,FALSE,1710247,2024-08-23 07:48:01,65751190
720,2,TRUE,1710250,2024-08-23 07:48:56,65751190
1151,2,TRUE,1710251,2024-08-23 07:49:50,65751190
297,1,FALSE,1710252,2024-08-23 07:50:28,65751190
668,1,FALSE,1710255,2024-08-23 07:51:35,65751190
1045,1,FALSE,1710420,2024-08-23 09:55:17,62dbe763
847,4,TRUE,1710421,2024-08-23 09:55:39,62dbe763
317,2,TRUE,1710423,2024-08-23 09:59:31,62dbe763
620,1,FALSE,1710425,2024-08-23 10:14:30,62dbe763
253,1,FALSE,1710427,2024-08-23 10:15:21,62dbe763
1139,3,TRUE,1710449,2024-08-23 11:41:52,65751190
516,6,TRUE,1710451,2024-08-23 11:48:38,adf351d5
568,3,TRUE,1710455,2024-08-23 11:57:02,65751190
956,3,FALSE,1710461,2024-08-23 12:28:06,2ebfcf79
154,1,FALSE,1710462,2024-08-23 12:28:44,2ebfcf79
181,1,FALSE,1710463,2024-08-23 12:29:21,2ebfcf79
1259,1,FALSE,1710464,2024-08-23 12:29:52,2ebfcf79
1147,1,FALSE,1710465,2024-08-23 12:30:42,2ebfcf79
772,1,FALSE,1710466,2024-08-23 12:31:34,2ebfcf79
111,1,FALSE,1710467,2024-08-23 12:31:50,2ebfcf79
1204,1,FALSE,1710468,2024-08-23 12:32:02,2ebfcf79
104,2,TRUE,1710505,2024-08-23 13:53:45,65751190
972,3,TRUE,1710511,2024-08-23 14:22:30,65751190
354,2,TRUE,1710513,2024-08-23 14:51:32,85f63b45
691,1,FALSE,1710520,2024-08-23 15:12:04,83a1c700
530,1,FALSE,1710521,2024-08-23 15:13:04,83a1c700
817,1,FALSE,1710522,2024-08-23 15:13:41,83a1c700
754,1,FALSE,1710523,2024-08-23 15:14:16,83a1c700
1455,1,FALSE,1710524,2024-08-23 15:18:42,83a1c700
998,4,TRUE,1710526,2024-08-23 15:28:55,83a1c700
844,3,FALSE,1710528,2024-08-23 16:23:28,83a1c700
792,1,FALSE,1710781,2024-08-24 09:47:18,83a1c700
1282,2,TRUE,1710864,2024-08-24 11:50:30,c25dda79
1425,1,FALSE,1710875,2024-08-24 12:17:55,13c2f653
1504,3,TRUE,1710963,2024-08-24 14:11:03,9ae67770
508,2,TRUE,1710967,2024-08-24 14:43:12,f3a00157
844,1,FALSE,1711168,2024-08-25 07:10:26,83a1c700
1152,1,FALSE,1711370,2024-08-25 12:13:34,9ae67770
1275,3,TRUE,1711371,2024-08-25 12:14:18,9ae67770
520,3,TRUE,1711378,2024-08-25 13:28:28,9ae67770
1353,2,TRUE,1711685,2024-08-26 08:51:40,c25dda79
104,2,TRUE,1711830,2024-08-26 14:29:31,65751190
1285,1,FALSE,1711831,2024-08-26 14:32:13,65751190
1300,1,FALSE,1712152,2024-08-27 12:58:22,85f63b45
182,2,TRUE,1712158,2024-08-27 14:09:24,f3a00157
1057,1,FALSE,1712159,2024-08-27 14:22:33,85f63b45
1149,4,TRUE,1712160,2024-08-27 14:24:47,85f63b45
212,2,TRUE,1712161,2024-08-27 14:26:09,85f63b45
1293,1,FALSE,1712162,2024-08-27 14:27:21,85f63b45
1129,1,FALSE,1712163,2024-08-27 14:28:59,85f63b45
660,3,TRUE,1712181,2024-08-27 15:21:18,83a1c700
503,1,FALSE,1712187,2024-08-27 15:47:31,85f63b45
844,1,FALSE,1712207,2024-08-27 18:31:29,83a1c700
736,1,FALSE,1712457,2024-08-28 09:30:35,13c2f653
879,1,FALSE,1712458,2024-08-28 09:30:50,13c2f653
1183,1,FALSE,1712459,2024-08-28 09:31:01,13c2f653
328,1,FALSE,1712460,2024-08-28 09:31:17,13c2f653
1480,1,FALSE,1712462,2024-08-28 09:31:32,13c2f653
1020,4,TRUE,1712472,2024-08-28 10:03:46,62dbe763
751,1,FALSE,1712473,2024-08-28 10:09:09,ff0a40e1
348,1,FALSE,1712474,2024-08-28 10:10:00,ff0a40e1
807,1,FALSE,1712476,2024-08-28 10:10:25,ff0a40e1
1436,1,FALSE,1712478,2024-08-28 10:11:02,ff0a40e1
745,3,TRUE,1712480,2024-08-28 10:11:30,ff0a40e1
1168,1,FALSE,1712482,2024-08-28 10:12:09,ff0a40e1
6,1,FALSE,1712483,2024-08-28 10:12:27,ff0a40e1
743,2,TRUE,1712484,2024-08-28 10:12:48,62dbe763
316,1,FALSE,1712485,2024-08-28 10:13:15,ff0a40e1
1122,1,FALSE,1712486,2024-08-28 10:13:43,ff0a40e1
1056,1,FALSE,1712487,2024-08-28 10:14:07,ff0a40e1
635,1,FALSE,1712488,2024-08-28 10:14:17,ff0a40e1
510,1,FALSE,1712489,2024-08-28 10:14:27,ff0a40e1
1019,1,FALSE,1712491,2024-08-28 10:17:54,62dbe763
317,2,TRUE,1712492,2024-08-28 10:21:55,62dbe763
410,2,TRUE,1712499,2024-08-28 10:51:47,ff0a40e1
534,2,TRUE,1712508,2024-08-28 11:14:59,a61c2b8f
464,1,FALSE,1712514,2024-08-28 11:23:09,10a46a4a
518,1,FALSE,1712515,2024-08-28 11:23:22,10a46a4a
1095,1,FALSE,1712516,2024-08-28 11:23:36,10a46a4a
942,1,FALSE,1712517,2024-08-28 11:23:51,10a46a4a
346,1,FALSE,1712518,2024-08-28 11:23:58,10a46a4a
971,1,FALSE,1712519,2024-08-28 11:24:07,10a46a4a
723,7,TRUE,1712521,2024-08-28 11:42:43,83a1c700
700,3,TRUE,1712524,2024-08-28 12:04:39,83a1c700
1419,1,FALSE,1712525,2024-08-28 12:07:24,83a1c700
637,1,FALSE,1712526,2024-08-28 12:13:14,9ae67770
1484,8,TRUE,1712527,2024-08-28 12:13:35,9ae67770
1393,3,TRUE,1712528,2024-08-28 12:14:06,9ae67770
928,1,FALSE,1712529,2024-08-28 12:14:21,9ae67770
1152,4,TRUE,1712530,2024-08-28 12:15:05,9ae67770
1241,1,FALSE,1712531,2024-08-28 12:15:25,9ae67770
1275,1,FALSE,1712532,2024-08-28 12:16:40,9ae67770
514,6,TRUE,1712533,2024-08-28 12:31:35,0522ac6c
1512,1,FALSE,1712543,2024-08-28 13:18:08,caddbc5a
1051,6,TRUE,1712572,2024-08-28 13:57:08,421e5f1c
381,1,FALSE,1712574,2024-08-28 13:57:49,421e5f1c
230,1,FALSE,1712576,2024-08-28 13:58:10,421e5f1c
341,1,FALSE,1712579,2024-08-28 13:58:46,421e5f1c
16,1,FALSE,1712587,2024-08-28 14:05:56,09304a38
25,4,TRUE,1712589,2024-08-28 14:14:21,09304a38
1483,1,FALSE,1712590,2024-08-28 14:15:51,421e5f1c
110,1,FALSE,1712591,2024-08-28 14:16:45,421e5f1c
17,1,FALSE,1712592,2024-08-28 14:18:09,09304a38
21,9,TRUE,1712593,2024-08-28 14:19:24,09304a38
1117,2,TRUE,1712595,2024-08-28 14:26:39,a61c2b8f
27,4,TRUE,1712596,2024-08-28 14:28:01,09304a38
715,1,FALSE,1712604,2024-08-28 15:07:12,a61c2b8f
1124,1,FALSE,1712605,2024-08-28 15:07:30,a61c2b8f
339,1,FALSE,1712606,2024-08-28 15:07:43,a61c2b8f
975,1,FALSE,1712607,2024-08-28 15:07:59,a61c2b8f
1064,1,FALSE,1712608,2024-08-28 15:08:22,a61c2b8f
389,1,FALSE,1712609,2024-08-28 15:08:35,a61c2b8f
1501,1,FALSE,1712610,2024-08-28 15:08:46,a61c2b8f
862,1,FALSE,1712611,2024-08-28 15:09:08,a61c2b8f
1396,1,FALSE,1712612,2024-08-28 15:09:27,a61c2b8f
395,1,FALSE,1712613,2024-08-28 15:09:51,a61c2b8f
838,1,FALSE,1712614,2024-08-28 15:10:15,a61c2b8f
1490,1,FALSE,1712615,2024-08-28 15:13:24,a61c2b8f
610,1,FALSE,1712616,2024-08-28 15:15:51,a61c2b8f
537,1,FALSE,1712617,2024-08-28 15:19:07,83a1c700
953,1,FALSE,1712618,2024-08-28 15:20:48,83a1c700
1040,1,FALSE,1712620,2024-08-28 15:23:12,83a1c700
1112,1,FALSE,1712627,2024-08-28 16:16:23,caddbc5a
379,1,FALSE,1712628,2024-08-28 16:16:42,caddbc5a
694,1,FALSE,1712629,2024-08-28 16:16:49,caddbc5a
1038,1,FALSE,1712630,2024-08-28 16:16:56,caddbc5a
1513,1,FALSE,1712631,2024-08-28 16:17:07,caddbc5a
584,3,TRUE,1712632,2024-08-28 16:17:30,caddbc5a
1001,1,FALSE,1712633,2024-08-28 16:17:44,caddbc5a
135,1,FALSE,1712637,2024-08-28 16:24:23,0522ac6c
237,1,FALSE,1712638,2024-08-28 16:24:51,0522ac6c
1405,1,FALSE,1712639,2024-08-28 16:25:49,0522ac6c
888,2,FALSE,1712645,2024-08-28 16:45:03,83a1c700
265,1,FALSE,1712803,2024-08-29 07:42:46,330b5828
270,2,TRUE,1712804,2024-08-29 07:43:14,330b5828
208,1,FALSE,1712806,2024-08-29 07:43:43,330b5828
229,1,FALSE,1712808,2024-08-29 07:43:52,330b5828
764,1,FALSE,1712811,2024-08-29 07:44:49,330b5828
929,1,FALSE,1712813,2024-08-29 07:45:08,330b5828
52,1,FALSE,1712815,2024-08-29 07:45:24,330b5828
1191,1,FALSE,1712817,2024-08-29 07:45:37,330b5828
222,1,FALSE,1712820,2024-08-29 07:45:52,330b5828
182,2,TRUE,1712834,2024-08-29 07:55:50,f3a00157
338,1,FALSE,1712837,2024-08-29 07:56:12,f3a00157
898,4,TRUE,1712839,2024-08-29 07:56:23,f3a00157
868,5,TRUE,1712884,2024-08-29 08:25:45,8335b128
885,1,FALSE,1712885,2024-08-29 08:27:54,8335b128
29,1,FALSE,1712889,2024-08-29 08:34:48,09304a38
955,2,TRUE,1712921,2024-08-29 09:12:14,a61c2b8f
552,1,FALSE,1712933,2024-08-29 09:31:01,94e9afe5
1384,1,FALSE,1712934,2024-08-29 09:31:16,94e9afe5
646,1,FALSE,1712936,2024-08-29 09:35:20,83a1c700
1077,10,TRUE,1712945,2024-08-29 09:36:33,83a1c700
666,1,FALSE,1712951,2024-08-29 09:37:17,83a1c700
805,1,FALSE,1712954,2024-08-29 09:37:54,83a1c700
986,6,TRUE,1712964,2024-08-29 09:42:37,83a1c700
817,4,TRUE,1712966,2024-08-29 09:43:14,83a1c700
585,5,TRUE,1712984,2024-08-29 10:02:38,f3a00157
266,1,FALSE,1712985,2024-08-29 10:04:03,f3a00157
693,1,FALSE,1712987,2024-08-29 10:08:56,f3a00157
1443,2,TRUE,1712988,2024-08-29 10:09:04,94e9afe5
1014,3,TRUE,1712989,2024-08-29 10:14:17,62dbe763
1172,3,TRUE,1713021,2024-08-29 10:41:51,f3a00157
1284,3,TRUE,1713048,2024-08-29 11:44:53,62dbe763
981,1,FALSE,1713063,2024-08-29 13:31:04,b2305f88
1351,4,TRUE,1713064,2024-08-29 13:33:36,b2305f88
1164,7,TRUE,1713065,2024-08-29 13:34:03,ff0a40e1
1133,1,FALSE,1713067,2024-08-29 13:36:35,b2305f88
834,5,TRUE,1713070,2024-08-29 13:40:06,b2305f88
765,2,TRUE,1713077,2024-08-29 13:48:01,b2305f88
623,6,TRUE,1713078,2024-08-29 13:50:21,b2305f88
308,1,FALSE,1713087,2024-08-29 14:28:21,b2305f88
1144,1,FALSE,1713092,2024-08-29 14:51:57,436a35c0
1446,1,FALSE,1713093,2024-08-29 14:52:27,436a35c0
894,1,FALSE,1713094,2024-08-29 14:52:52,436a35c0
1357,1,FALSE,1713095,2024-08-29 14:53:15,436a35c0
1223,2,TRUE,1713096,2024-08-29 14:54:54,436a35c0
881,2,TRUE,1713098,2024-08-29 14:59:26,c25dda79
914,1,FALSE,1713099,2024-08-29 15:16:03,b2305f88
318,1,FALSE,1713100,2024-08-29 15:18:16,b2305f88
921,2,TRUE,1713101,2024-08-29 15:21:14,b2305f88
470,1,FALSE,1713102,2024-08-29 15:26:13,b2305f88
1239,2,TRUE,1713103,2024-08-29 15:27:59,b2305f88
794,2,FALSE,1713104,2024-08-29 15:28:44,f3a00157
688,2,TRUE,1713105,2024-08-29 15:30:44,94e9afe5
551,1,FALSE,1713114,2024-08-29 16:11:32,a6526ca0
1021,1,FALSE,1713115,2024-08-29 16:12:24,a6526ca0
368,1,FALSE,1713116,2024-08-29 16:12:57,a6526ca0
152,2,TRUE,1713117,2024-08-29 16:14:21,a6526ca0
1099,1,FALSE,1713118,2024-08-29 16:15:50,a6526ca0
1385,1,FALSE,1713119,2024-08-29 16:16:38,a6526ca0
